at,name,state,sync,byte_lag,replay_s
38212.635551291,follower2,streaming,async,280.0,0.000219
38212.685870041,follower1,streaming,async,176.0,9.7e-05
38212.685870041,follower2,streaming,async,176.0,6.1e-05
38212.737152625,follower1,streaming,async,0.0,0.000308
38212.737152625,follower2,streaming,async,0.0,0.000339
38212.791652083,follower1,streaming,async,176.0,4.2e-05
38212.791652083,follower2,streaming,async,176.0,3.5e-05
38212.846225541,follower1,streaming,async,176.0,5.1e-05
38212.846225541,follower2,streaming,async,0.0,0.000378
38212.900174041,follower1,streaming,async,176.0,0.000217
38212.900174041,follower2,streaming,async,352.0,0.000113
38212.955283,follower1,streaming,async,176.0,0.000256
38212.955283,follower2,streaming,async,176.0,0.000231
38213.006341833,follower1,streaming,async,176.0,0.000203
38213.006341833,follower2,streaming,async,176.0,8.5e-05
38213.059166041,follower1,streaming,async,176.0,7.7e-05
38213.059166041,follower2,streaming,async,176.0,3.8e-05
38213.10954,follower1,streaming,async,280.0,7.7e-05
38213.10954,follower2,streaming,async,0.0,0.000154
38213.16137375,follower1,streaming,async,0.0,0.000384
38213.16137375,follower2,streaming,async,0.0,0.000393
38213.212342166,follower1,streaming,async,176.0,0.000212
38213.212342166,follower2,streaming,async,0.0,0.000191
38213.266322708,follower1,streaming,async,0.0,0.000212
38213.266322708,follower2,streaming,async,176.0,3.9e-05
38213.319604666,follower1,streaming,async,176.0,0.000214
38213.319604666,follower2,streaming,async,176.0,0.000253
38213.370053375,follower1,streaming,async,176.0,5.1e-05
38213.370053375,follower2,streaming,async,176.0,0.000185
38213.42038925,follower1,streaming,async,0.0,0.000231
38213.42038925,follower2,streaming,async,0.0,0.000206
38213.471193833,follower1,streaming,async,176.0,0.000333
38213.471193833,follower2,streaming,async,176.0,3.5e-05
38213.521501083,follower1,streaming,async,176.0,0.000187
38213.521501083,follower2,streaming,async,552.0,0.000255
38213.573581625,follower1,streaming,async,352.0,0.000416
38213.573581625,follower2,streaming,async,176.0,0.000353
38213.62804425,follower1,streaming,async,352.0,0.000268
38213.62804425,follower2,streaming,async,176.0,4.4e-05
38213.683461208,follower1,streaming,async,176.0,0.000159
38213.683461208,follower2,streaming,async,176.0,0.00017
38213.736621833,follower1,streaming,async,176.0,0.000231
38213.736621833,follower2,streaming,async,176.0,0.000192
38213.7871105,follower1,streaming,async,176.0,5.9e-05
38213.7871105,follower2,streaming,async,176.0,3.9e-05
38213.837669875,follower1,streaming,async,176.0,6e-05
38213.837669875,follower2,streaming,async,0.0,0.0002
38213.889678625,follower1,streaming,async,176.0,4e-05
38213.889678625,follower2,streaming,async,176.0,5.5e-05
38213.940557958,follower1,streaming,async,176.0,0.000196
38213.940557958,follower2,streaming,async,176.0,5.6e-05
38213.9911695,follower1,streaming,async,176.0,8.4e-05
38213.9911695,follower2,streaming,async,176.0,6e-05
38214.041827083,follower1,streaming,async,176.0,-1.0
38214.041827083,follower2,streaming,async,176.0,4e-05
38214.096206333,follower1,streaming,async,176.0,0.000272
38214.096206333,follower2,streaming,async,0.0,0.000317
38214.150009708,follower1,streaming,async,176.0,4e-05
38214.150009708,follower2,streaming,async,176.0,5e-05
38214.204562333,follower1,streaming,async,176.0,0.000174
38214.204562333,follower2,streaming,async,176.0,4.5e-05
38214.255362541,follower1,streaming,async,352.0,0.000208
38214.255362541,follower2,streaming,async,176.0,0.000197
38214.310369833,follower1,streaming,async,176.0,0.000238
38214.310369833,follower2,streaming,async,176.0,0.0002
38214.361437125,follower1,streaming,async,176.0,0.00052
38214.361437125,follower2,streaming,async,176.0,4.4e-05
38214.415965125,follower1,streaming,async,176.0,0.000105
38214.415965125,follower2,streaming,async,176.0,7.2e-05
38214.4665385,follower1,streaming,async,176.0,0.000193
38214.4665385,follower2,streaming,async,176.0,5.1e-05
38214.517318541,follower1,streaming,async,176.0,9.3e-05
38214.517318541,follower2,streaming,async,176.0,4.3e-05
38214.57153825,follower1,streaming,async,176.0,4.6e-05
38214.57153825,follower2,streaming,async,176.0,6.3e-05
38214.622056291,follower1,streaming,async,176.0,6.2e-05
38214.622056291,follower2,streaming,async,176.0,5.1e-05
38214.677066125,follower1,streaming,async,176.0,0.000529
38214.677066125,follower2,streaming,async,0.0,0.000303
38214.727480791,follower1,streaming,async,176.0,6e-05
38214.727480791,follower2,streaming,async,176.0,5.8e-05
38214.782648958,follower1,streaming,async,0.0,0.000221
38214.782648958,follower2,streaming,async,176.0,5.5e-05
38214.833004,follower1,streaming,async,176.0,5.7e-05
38214.833004,follower2,streaming,async,176.0,5.4e-05
38214.885060458,follower1,streaming,async,176.0,3.6e-05
38214.885060458,follower2,streaming,async,176.0,0.000187
38214.937220083,follower1,streaming,async,176.0,0.000572
38214.937220083,follower2,streaming,async,176.0,0.000105
38214.987812708,follower1,streaming,async,176.0,0.000177
38214.987812708,follower2,streaming,async,176.0,5.3e-05
38215.040782625,follower1,streaming,async,0.0,0.000288
38215.040782625,follower2,streaming,async,176.0,0.00015
38215.095252416,follower1,streaming,async,176.0,0.000579
38215.095252416,follower2,streaming,async,176.0,0.000978
38215.147264166,follower1,streaming,async,0.0,0.000215
38215.147264166,follower2,streaming,async,0.0,0.000163
38215.19862825,follower1,streaming,async,176.0,0.000115
38215.19862825,follower2,streaming,async,176.0,8.8e-05
38215.250193916,follower1,streaming,async,176.0,5.7e-05
38215.250193916,follower2,streaming,async,0.0,0.000189
38215.301185583,follower1,streaming,async,176.0,5.4e-05
38215.301185583,follower2,streaming,async,176.0,0.000178
38215.351626875,follower1,streaming,async,0.0,0.000328
38215.351626875,follower2,streaming,async,0.0,0.000504
38215.406945125,follower1,streaming,async,176.0,0.000176
38215.406945125,follower2,streaming,async,176.0,0.000204
38215.461964041,follower1,streaming,async,176.0,5.4e-05
38215.461964041,follower2,streaming,async,176.0,3.3e-05
38215.513185166,follower1,streaming,async,176.0,0.000336
38215.513185166,follower2,streaming,async,176.0,6.6e-05
38215.568160541,follower1,streaming,async,176.0,6.9e-05
38215.568160541,follower2,streaming,async,176.0,0.000196
38215.622238541,follower1,streaming,async,176.0,9.1e-05
38215.622238541,follower2,streaming,async,176.0,3.6e-05
38215.673182625,follower1,streaming,async,176.0,0.000198
38215.673182625,follower2,streaming,async,176.0,4.8e-05
38215.725805666,follower1,streaming,async,176.0,4.5e-05
38215.725805666,follower2,streaming,async,176.0,9e-05
38215.779735458,follower1,streaming,async,176.0,9.4e-05
38215.779735458,follower2,streaming,async,176.0,0.000374
38215.834245333,follower1,streaming,async,176.0,0.000367
38215.834245333,follower2,streaming,async,176.0,0.000338
38215.888965208,follower1,streaming,async,176.0,0.000374
38215.888965208,follower2,streaming,async,176.0,0.000114
38215.9396605,follower1,streaming,async,176.0,6.5e-05
38215.9396605,follower2,streaming,async,0.0,0.000189
38215.990145291,follower1,streaming,async,176.0,0.000172
38215.990145291,follower2,streaming,async,176.0,2.9e-05
38216.040714166,follower1,streaming,async,0.0,0.000197
38216.040714166,follower2,streaming,async,200.0,9e-05
38216.096004,follower1,streaming,async,176.0,0.000285
38216.096004,follower2,streaming,async,0.0,-1.0
38216.149367041,follower1,streaming,async,176.0,0.000448
38216.149367041,follower2,streaming,async,176.0,5.3e-05
38216.200100541,follower1,streaming,async,176.0,8.4e-05
38216.200100541,follower2,streaming,async,176.0,0.000155
38216.252449791,follower1,streaming,async,0.0,0.000375
38216.252449791,follower2,streaming,async,0.0,0.000399
38216.304051625,follower1,streaming,async,176.0,6e-05
38216.304051625,follower2,streaming,async,176.0,0.000397
38216.354557208,follower1,streaming,async,352.0,0.000563
38216.354557208,follower2,streaming,async,352.0,0.00081
38216.405136416,follower1,streaming,async,176.0,3.6e-05
38216.405136416,follower2,streaming,async,176.0,5.9e-05
38216.459938458,follower1,streaming,async,176.0,3.3e-05
38216.459938458,follower2,streaming,async,176.0,0.000211
38216.514223,follower1,streaming,async,176.0,0.000214
38216.514223,follower2,streaming,async,176.0,0.00017
38216.564612541,follower1,streaming,async,176.0,0.000246
38216.564612541,follower2,streaming,async,176.0,6.1e-05
38216.616173333,follower1,streaming,async,280.0,6.7e-05
38216.616173333,follower2,streaming,async,280.0,8e-05
38216.666649958,follower1,streaming,async,176.0,0.000153
38216.666649958,follower2,streaming,async,176.0,0.000205
38216.718061958,follower1,streaming,async,0.0,0.000211
38216.718061958,follower2,streaming,async,176.0,9.2e-05
38216.768838416,follower1,streaming,async,176.0,5.4e-05
38216.768838416,follower2,streaming,async,176.0,3.6e-05
38216.819366,follower1,streaming,async,176.0,5e-05
38216.819366,follower2,streaming,async,176.0,8.8e-05
38216.869595791,follower1,streaming,async,0.0,0.000168
38216.869595791,follower2,streaming,async,176.0,4.3e-05
38216.923703375,follower1,streaming,async,176.0,5.8e-05
38216.923703375,follower2,streaming,async,0.0,0.000201
38216.978433583,follower1,streaming,async,176.0,0.000217
38216.978433583,follower2,streaming,async,176.0,0.000178
38217.031717791,follower1,streaming,async,352.0,0.000233
38217.031717791,follower2,streaming,async,176.0,0.000176
38217.081982541,follower1,streaming,async,176.0,0.000169
38217.081982541,follower2,streaming,async,176.0,0.000388
38217.132334125,follower1,streaming,async,176.0,3.9e-05
38217.132334125,follower2,streaming,async,176.0,3.5e-05
38217.182762458,follower1,streaming,async,176.0,0.000212
38217.182762458,follower2,streaming,async,176.0,0.000255
38217.236146125,follower1,streaming,async,0.0,0.000139
38217.236146125,follower2,streaming,async,0.0,0.000186
38217.286809166,follower1,streaming,async,176.0,5e-05
38217.286809166,follower2,streaming,async,176.0,6.3e-05
38217.337812208,follower1,streaming,async,176.0,0.000424
38217.337812208,follower2,streaming,async,176.0,0.000301
38217.392237541,follower1,streaming,async,176.0,0.000604
38217.392237541,follower2,streaming,async,176.0,0.000494
38217.446592375,follower1,streaming,async,352.0,3.3e-05
38217.446592375,follower2,streaming,async,176.0,0.000352
38217.501107791,follower1,streaming,async,176.0,0.000358
38217.501107791,follower2,streaming,async,176.0,0.000335
38217.555979416,follower1,streaming,async,176.0,5.1e-05
38217.555979416,follower2,streaming,async,176.0,6.3e-05
38217.606612458,follower1,streaming,async,176.0,5.5e-05
38217.606612458,follower2,streaming,async,352.0,0.000172
38217.6593815,follower1,streaming,async,176.0,0.000382
38217.6593815,follower2,streaming,async,176.0,0.000398
38217.713151416,follower1,streaming,async,0.0,0.000187
38217.713151416,follower2,streaming,async,0.0,0.000189
