at,name,state,sync,byte_lag,replay_s
22111.696846041,follower1,streaming,async,176.0,0.000173
22111.696846041,pg_basebackup,backup,async,-1.0,-1.0
22111.949853541,follower1,streaming,async,176.0,0.000164
22111.949853541,pg_basebackup,backup,async,-1.0,-1.0
22112.200645708,follower1,streaming,async,176.0,0.000155
22112.200645708,pg_basebackup,backup,async,-1.0,-1.0
22112.450884125,follower1,streaming,async,176.0,0.000168
22112.450884125,pg_basebackup,backup,async,-1.0,-1.0
22112.703992541,follower1,streaming,async,176.0,0.000267
22112.703992541,pg_basebackup,backup,async,-1.0,-1.0
22112.955922375,follower1,streaming,async,176.0,0.000158
22112.955922375,pg_basebackup,backup,async,-1.0,-1.0
22113.206493458,follower1,streaming,async,0.0,0.000147
22113.206493458,pg_basebackup,backup,async,-1.0,-1.0
22113.457044041,follower1,streaming,async,176.0,0.000142
